CountyFIPS,State,County,Pop2010,OHU2010,LAPOP1_10,LAPOP05_10,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,LALOWI1_10,LALOWI05_10,HUNVFlag,LowIncomeTracts,LATracts_half,LATracts1,LATracts10,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,LATractsVehicle_20,Urban,MedianFamilyIncome,PovertyRate,lapophalfshare,lalowihalfshare,lakidshalfshare,laseniorshalfshare,lawhitehalfshare,lablackhalfshare,laasianhalfshare,lanhopihalfshare,laaianhalfshare,laomultirhalfshare,lahisphalfshare,lahunvhalfshare,lasnaphalfshare,lapop1share,lalowi1share,lakids1share,laseniors1share,lawhite1share,lablack1share,laasian1share,lanhopi1share,laaian1share,laomultir1share,lahisp1share,lahunv1share,lasnap1share,lalowi10share,lahunv10share,lapop10share,lasnap10share,lakids10share,laseniors10share,lawhite10share,lablack10share,laasian10share,lanhopi10share,laaian10share,laomultir10share,lahisp10share,uninsured_pct,diabetes_pct,housing_insecure_pct,no_transport_pct,inactivity_pct,obesity_pct,utility_risk_pct,stores_per_10k,food_assistance_per_10k,centroid_lat,centroid_lon,households_with_snap,labor_force,under_18_total,commuters_total,no_vehicle_rate,unemployment_rate,under_18_rate,public_transit_rate,"Population, low access to store (%), 2019","Low income & low access to store (%), 2019","Households, no car & low access to store (%), 2019","SNAP households, low access to store (%), 2019","Children, low access to store (%), 2019","Seniors, low access to store (%), 2019","White, low access to store (%), 2019","Black, low access to store (%), 2019","Hispanic ethnicity, low access to store (%), 2019","Asian, low access to store (%), 2019","American Indian or Alaska Native, low access to store (%), 2019","Hawaiian or Pacific Islander, low access to store (%), 2019","Multiracial, low access to store (%), 2019",Overall Food Insecurity Rate,# of Food Insecure Persons Overall,SNAP Threshold,% FI ≤ SNAP Threshold,% FI > SNAP Threshold,Child Food Insecurity Rate,# of Food Insecure Children,% food insecure children in HH w/ HH incomes below 185 FPL,% food insecure children in HH w/ HH incomes above 185 FPL,Cost Per Meal,Weighted weekly $ needed by FI,Weighted Annual Food Budget Shortfall,Rural-Urban Continuum Code (2013),Rural-Urban Continuum Code (2023),Census Region,Census Division,FNS Region,Overall Food Insecurity Rate MissingFlag,Child Food Insecurity Rate MissingFlag,"SNAP redemptions/SNAP-authorized stores, 2023","SNAP participants pct pop, 2022","SNAP participants change pct pop, 2017-22","SNAP benefits per capita, 2022","SNAP participants pct eligible pop, 2019","SNAP online application, 2020","SNAP Combined Application Project , 2020","SNAP Broad-based Categorical Eligibility, 2020","SNAP simplified reporting, 2020","National School Lunch Program participants pct children, 2021","National School Lunch Program participants change pct children, 2017-21","Students eligible for free lunch pct, 2015","Students eligible for reduced-price lunch pct, 2015","School Breakfast Program participants pct children, 2021","School Breakfast Program participants change pct children, 2017-21","Summer Food Service Program participants pct children, 2021","Summer Food Service Program participants change pct children, 2017-21","WIC participants pct pop, 2021","WIC participants change pct pop, 2017-21","WIC infant and children participants pct infant & children, 2021","WIC infant and children participants change pct infant & children, 2016-21","WIC women participants pct women, 2021","WIC women participants change pct women, 2016-21","Child & Adult Care pct pop, 2021","Child & Adult Care change pct pop, 2012-17","FDPIR Sites, 2015","Food Banks, 2021",snap_participation_rate,snap_category,food_insecurity_risk_index,Vulnerability_Score_PCA,high_low_access,propensity_score,Food Vulnerability,vulnerability_score
28105,Mississippi,Oktibbeha County,47671,18820,18364.27,26593.57,22274.0,8706.0,4391.0,28224.0,17431.0,1156.0,16.0,91.0,753.0,683.0,1071.0,2528.0,9251.02,13094.46,1,1,1,1,1,1,1,1,1,1,1,68084.55,30.53,86.74,90.31,89.45,87.33,85.58,89.35,85.73,39.63,89.71,87.82,85.81,85.09,87.52,66.14,72.15,68.61,70.72,64.74,71.0,52.5,26.93,65.52,61.88,60.67,62.27,64.17,0.41,0.09,1.09,0.14,0.23,0.2,0.87,0.22,0.0,0.0,0.0,0.0,0.0,10.28,11.95,15.65,12.87,28.81,36.03,10.95,3.64,0.0,-1217347.46,1033752.39,2229.0,22603.0,8621.0,20050.0,0.06,0.08,0.17,0.01,33.65,19.41,3.5,8.18,72.27,71.54,62.12,74.47,53.57,44.82,61.01,38.63,57.88,15.6,8020.0,1.3,0.65,0.35,0.14,1250.0,0.75,0.25,3.65,21.28,5177000.0,5.0,5.0,South,East South Central,Southeast,0,0,865075.53,13.97,0.0,19.86,65.0,1.0,1.0,0.0,0.0,7.1,0.0,44.19,7.3,4.34,0.0,7.49,0.24,2.45,0.0,39.98,6.92,12.45,9.06,1.36,0.0,0.0,0.0,11.84,10-20%,0.3,1.24,1,1.0,124.26,0.6083592976998304
28107,Mississippi,Panola County,34707,12839,7392.88,10643.1,16743.0,9344.0,4411.0,17161.0,16875.0,68.0,0.0,76.0,527.0,494.0,811.0,2184.0,3686.32,5022.26,1,1,1,1,1,1,1,0,1,1,0,45862.48,20.77,96.13,93.36,96.99,94.12,93.67,98.79,73.82,0.0,92.95,97.4,97.39,90.58,97.48,86.53,84.09,87.03,84.61,84.22,89.19,63.3,0.0,90.67,82.96,83.1,78.75,86.6,7.72,1.08,14.22,2.87,3.53,2.0,7.77,6.17,0.0,0.0,0.04,0.25,0.22,13.83,19.56,22.99,16.55,41.15,47.43,16.98,4.09,0.0,-1126213.44,923741.23,2146.0,13676.0,8571.0,12215.0,0.05,0.07,0.25,0.0,21.3,10.62,5.33,15.5,85.77,83.77,83.81,89.69,77.07,58.37,86.44,59.93,77.34,16.5,5500.0,1.3,0.67,0.33,0.22,1800.0,0.87,0.13,3.5,20.36,3397000.0,6.0,6.0,South,East South Central,Southeast,0,0,1343341.99,13.97,0.0,29.99,65.0,1.0,1.0,0.0,0.0,7.1,0.0,79.99,5.32,4.34,0.0,7.49,0.24,2.45,0.0,39.98,6.92,12.45,9.06,1.36,0.0,0.0,0.0,16.71,10-20%,0.32,0.92,0,0.76,91.63,1.5470452263136503
28109,Mississippi,Pearl River County,55834,20816,6776.15,11394.6,19502.0,13732.0,8136.0,46924.0,6872.0,228.0,34.0,312.0,1464.0,1636.0,873.0,3448.0,3193.26,5629.18,1,1,1,1,1,1,1,1,1,1,0,57407.98,16.52,89.61,89.45,88.47,92.01,90.43,88.2,91.13,80.7,93.17,89.16,89.09,88.36,89.28,77.56,76.19,77.27,78.13,80.41,65.24,78.97,66.56,80.02,79.61,80.44,75.57,76.06,1.49,0.11,3.92,0.41,0.98,0.54,3.79,0.06,0.0,0.0,0.01,0.06,0.12,11.07,14.62,13.41,9.88,33.0,38.14,8.67,7.06,0.0,-1517728.95,999631.44,3184.0,23674.0,12414.0,21134.0,0.04,0.08,0.22,0.0,11.37,5.72,2.76,11.41,77.21,77.28,83.3,39.13,77.12,64.02,85.96,75.45,74.53,16.0,8960.0,1.3,0.46,0.55,0.12,1540.0,0.75,0.26,3.46,20.17,5483000.0,6.0,6.0,South,East South Central,Southeast,0,0,1160519.32,13.97,0.0,25.22,65.0,1.0,1.0,0.0,0.0,7.1,0.0,76.29,5.0,4.34,0.0,7.49,0.24,2.45,0.0,39.98,6.92,12.45,9.06,1.36,0.0,0.0,0.0,15.3,10-20%,0.23,-0.42,0,0.24,-42.31,0.5220986909711545
28111,Mississippi,Perry County,12250,4674,2666.96,2666.96,5382.0,3114.0,1732.0,9575.0,2451.0,22.0,3.0,36.0,163.0,119.0,275.0,831.0,1210.05,1210.05,1,1,0,0,1,1,1,0,1,1,0,47679.55,18.7,97.9,97.16,98.01,98.3,98.17,97.35,100.0,29.98,98.79,97.82,99.92,97.99,98.16,94.73,93.69,95.21,94.81,95.43,93.34,100.0,29.98,89.29,94.36,98.75,94.27,94.76,9.88,1.02,21.77,3.87,5.61,2.88,18.94,2.33,0.09,0.01,0.07,0.34,0.37,11.43,17.1,15.37,11.37,36.97,44.47,10.5,11.66,0.0,-1466649.54,1051395.3,791.0,5018.0,2781.0,4509.0,0.07,0.08,0.23,0.0,21.77,9.88,5.79,16.98,95.53,94.54,96.14,89.33,99.16,100.0,86.11,100.0,94.23,20.1,2340.0,1.3,0.64,0.36,0.2,520.0,0.85,0.15,3.43,19.96,1417000.0,3.0,3.0,South,East South Central,Southeast,0,0,78702.86,13.97,0.0,28.6,65.0,1.0,1.0,0.0,0.0,7.1,0.0,44.19,7.3,4.34,0.0,7.49,0.24,2.45,0.0,39.98,6.92,12.45,9.06,1.36,0.0,0.0,0.0,16.92,10-20%,0.27,1.04,0,0.59,103.68,1.4926989214294395
28113,Mississippi,Pike County,40404,15370,5928.62,15805.87,21677.0,10971.0,5731.0,18745.0,20813.0,232.0,9.0,116.0,489.0,489.0,1293.0,2753.0,2304.97,7596.1,1,1,1,1,1,1,1,1,1,1,0,42604.61,33.97,85.72,85.97,86.7,82.35,84.32,85.25,80.45,34.27,76.46,83.65,83.55,86.25,87.31,60.69,60.26,60.36,59.1,61.28,57.01,53.15,22.38,64.72,57.25,54.82,61.42,62.22,1.54,0.17,2.69,0.47,0.77,0.36,1.46,1.17,0.0,0.0,0.01,0.05,0.01,13.75,19.96,22.59,16.35,39.69,46.45,16.13,3.54,0.0,-1482395.33,917304.26,2481.0,14690.0,10400.0,13771.0,0.07,0.05,0.26,0.0,10.48,5.7,4.59,10.62,59.79,57.24,71.66,51.01,49.81,47.39,77.69,22.22,55.06,19.9,8000.0,1.3,0.6,0.4,0.27,2860.0,0.73,0.27,3.33,19.42,4713000.0,6.0,6.0,South,East South Central,Southeast,0,0,1490997.4,13.97,0.0,32.78,65.0,1.0,1.0,0.0,0.0,7.1,0.0,44.19,7.3,4.34,0.0,7.49,0.24,2.45,0.0,39.98,6.92,12.45,9.06,1.36,0.0,0.0,0.0,16.14,10-20%,0.35,-0.26,0,0.11,-25.82,1.802410856107329
28115,Mississippi,Pontotoc County,29957,11172,8076.39,9848.88,13123.0,8080.0,3831.0,23984.0,4131.0,56.0,12.0,67.0,1707.0,1849.0,622.0,1670.0,1847.02,2677.55,1,1,1,1,1,1,1,0,0,1,0,49850.1,19.13,96.88,93.49,97.37,96.26,96.82,97.11,97.61,60.88,94.33,97.15,97.3,91.97,96.51,90.12,86.48,89.75,89.76,89.59,90.75,93.89,60.77,85.91,92.12,91.93,86.52,89.65,1.97,0.56,6.45,0.74,1.56,0.9,5.96,0.36,0.01,0.0,0.02,0.09,0.09,12.0,14.1,14.18,10.0,34.43,38.85,8.83,1.27,0.0,-1131000.59,1009001.79,1545.0,14168.0,8409.0,13050.0,0.05,0.06,0.27,0.0,16.3,6.17,4.96,13.34,89.67,87.74,90.72,88.0,85.54,90.06,78.82,91.56,87.17,14.5,4520.0,1.3,0.52,0.48,0.12,1000.0,0.9,0.1,3.3,19.23,2636000.0,7.0,7.0,South,East South Central,Southeast,0,0,458365.44,13.97,0.0,11.01,65.0,1.0,1.0,0.0,0.0,7.1,0.0,44.19,7.3,4.34,0.0,7.49,0.24,2.45,0.0,39.98,6.92,12.45,9.06,1.36,0.0,0.0,0.0,13.83,10-20%,0.23,0.19,0,0.13,19.3,0.6856590470834343
28117,Mississippi,Prentiss County,25276,9812,2761.43,5159.75,12434.0,5885.0,3972.0,21312.0,3488.0,33.0,3.0,44.0,396.0,307.0,692.0,1743.0,817.8,2391.22,1,1,1,1,1,1,1,1,1,1,0,47982.0,24.11,85.68,87.25,86.7,84.44,85.8,85.18,87.67,0.0,77.89,85.56,84.37,83.65,85.33,70.89,71.49,71.72,70.47,71.83,64.61,76.89,0.0,68.86,69.56,71.8,68.67,70.89,1.03,0.01,2.49,0.39,0.56,0.38,2.46,0.0,0.01,0.0,0.0,0.02,0.03,11.16,14.48,14.72,11.29,34.92,41.29,9.89,1.58,0.0,-1081531.69,1050896.27,1505.0,10562.0,5718.0,9602.0,0.09,0.08,0.23,0.0,5.99,3.24,3.4,10.08,72.4,70.21,76.95,36.72,50.26,64.6,41.95,0.0,50.09,16.0,4000.0,1.3,0.58,0.42,0.11,630.0,1.0,0.0,3.17,18.47,2241000.0,7.0,7.0,South,East South Central,Southeast,0,0,345034.49,13.97,0.0,20.01,65.0,1.0,1.0,0.0,0.0,7.1,0.0,44.19,7.3,4.34,0.0,7.49,0.24,2.45,0.0,39.98,6.92,12.45,9.06,1.36,0.0,0.0,0.0,15.34,10-20%,0.28,-0.8,0,0.04,-79.62,1.1826657697879182
28119,Mississippi,Quitman County,8223,3058,7407.21,7407.21,4829.0,2153.0,1156.0,2381.0,5724.0,11.0,1.0,19.0,87.0,55.0,419.0,1046.0,5147.59,5147.59,1,1,1,1,1,1,1,1,1,1,0,37488.09,35.53,100.0,100.0,100.0,100.0,100.0,100.0,100.0,27.7,100.0,100.0,100.0,97.9,99.18,100.0,100.0,100.0,100.0,100.0,100.0,100.0,27.7,100.0,100.0,100.0,97.9,99.18,62.6,12.32,90.08,30.58,24.14,12.12,21.58,67.29,0.12,0.01,0.22,0.86,0.58,14.93,24.13,28.13,20.3,45.83,51.8,21.4,0.0,0.0,-1142250.59,894081.65,1007.0,2876.0,1695.0,2247.0,0.13,0.2,0.24,0.0,90.08,62.6,13.47,34.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,20.3,1290.0,1.3,0.65,0.35,0.34,490.0,0.82,0.18,3.45,20.09,786000.0,6.0,6.0,South,East South Central,Southeast,0,0,96692.99,13.97,0.0,65.73,65.0,1.0,1.0,0.0,0.0,7.1,0.0,44.19,7.3,4.34,0.0,7.49,0.24,2.45,0.0,39.98,6.92,12.45,9.06,1.36,0.0,0.0,0.0,32.93,30-40%,0.58,9.72,1,1.0,972.36,4.517236831982704
28121,Mississippi,Rankin County,141617,52836,51732.13,84640.05,38904.0,35534.0,16236.0,109523.0,26634.0,1582.0,92.0,260.0,3526.0,3795.0,1235.0,3786.0,11690.31,18728.19,1,1,1,1,1,1,1,1,0,1,1,76081.01,10.21,90.35,84.81,90.81,88.3,90.53,89.21,88.09,40.89,83.78,89.47,89.05,75.7,82.39,67.29,61.82,67.41,66.91,67.47,66.71,66.6,28.31,62.52,63.48,61.79,51.72,60.13,1.06,0.14,2.51,0.25,0.68,0.31,1.72,0.76,0.0,0.0,0.0,0.01,0.01,9.33,12.27,12.03,8.75,27.7,36.92,7.98,1.38,0.0,-1357476.36,948578.02,3581.0,77659.0,35816.0,73906.0,0.02,0.04,0.23,0.0,28.42,8.25,1.43,4.64,67.6,65.45,66.5,73.58,49.48,54.34,64.93,50.48,50.62,11.3,17680.0,1.3,0.33,0.67,0.08,2920.0,0.75,0.25,3.64,21.2,11371000.0,2.0,2.0,South,East South Central,Southeast,0,0,2150575.62,13.97,0.0,10.94,65.0,1.0,1.0,0.0,0.0,7.1,0.0,41.44,5.76,4.34,0.0,7.49,0.24,2.45,0.0,39.98,6.92,12.45,9.06,1.36,0.0,0.0,0.0,6.78,5-10%,0.14,-0.38,1,0.8,-37.81,-0.8638970407595921
28123,Mississippi,Scott County,28264,10248,9930.08,15371.2,15311.0,7634.0,3512.0,15051.0,10585.0,51.0,61.0,87.0,2429.0,3013.0,1192.0,1669.0,4581.26,6958.01,1,1,1,1,1,1,1,1,1,1,0,46488.98,28.81,88.92,87.73,88.77,87.12,89.24,88.11,86.85,83.03,95.0,89.86,89.56,88.87,87.41,70.64,71.86,71.07,68.46,70.54,70.57,64.31,62.92,75.15,68.03,66.7,73.02,70.56,5.16,0.55,8.52,1.64,2.31,1.08,3.88,4.51,0.02,0.0,0.0,0.1,0.11,16.25,17.29,21.24,14.99,39.67,42.58,14.34,0.0,0.0,-1337232.36,985117.29,1360.0,12077.0,7531.0,10973.0,0.11,0.07,0.27,0.01,31.36,16.21,7.6,10.51,70.19,70.07,77.77,68.76,32.82,68.63,68.94,47.54,35.37,16.7,4690.0,1.3,0.68,0.32,0.18,1380.0,0.76,0.24,3.16,18.43,2621000.0,6.0,6.0,South,East South Central,Southeast,0,0,533742.38,13.97,0.0,22.75,65.0,1.0,1.0,0.0,0.0,7.1,0.0,76.83,5.88,4.34,0.0,7.49,0.24,2.45,0.0,39.98,6.92,12.45,9.06,1.36,0.0,0.0,0.0,13.27,10-20%,0.34,1.63,1,0.98,163.05,1.6157565972105323
28125,Mississippi,Sharkey County,4916,1834,637.44,637.44,3027.0,1256.0,707.0,1370.0,3490.0,11.0,0.0,3.0,42.0,39.0,256.0,631.0,228.72,228.72,1,1,0,0,0,0,0,0,1,1,0,40447.63,26.11,74.31,76.87,73.29,77.0,81.56,71.64,70.66,0.0,100.0,70.45,93.12,74.26,75.21,55.74,59.84,56.79,56.18,58.51,54.68,59.81,0.0,58.93,50.22,55.48,53.5,59.8,4.65,1.42,6.48,2.48,1.58,1.16,3.75,2.73,0.0,0.0,0.0,0.0,0.0,14.85,24.45,26.8,19.7,46.1,50.4,20.2,0.0,0.0,-1298795.9,860401.77,668.0,1898.0,1073.0,1549.0,0.14,0.16,0.24,0.01,6.48,4.65,6.53,19.05,57.73,51.89,60.48,53.94,67.02,37.73,66.67,59.93,54.78,18.3,760.0,1.3,0.67,0.33,0.3,290.0,0.84,0.16,3.43,19.97,460000.0,8.0,8.0,South,East South Central,Southeast,0,0,157384.78,13.97,0.0,65.04,65.0,1.0,1.0,0.0,0.0,7.1,0.0,44.19,7.3,4.34,0.0,7.49,0.24,2.45,0.0,39.98,6.92,12.45,9.06,1.36,0.0,0.0,0.0,36.42,30-40%,0.53,0.4,0,0.02,40.03,3.4312906929992626
28127,Mississippi,Simpson County,27503,10330,4141.66,6618.7,13523.0,7251.0,3848.0,17260.0,9666.0,78.0,35.0,49.0,415.0,387.0,695.0,1853.0,1794.52,3121.16,1,1,1,1,1,1,1,1,1,1,0,45417.44,24.86,91.71,92.9,92.41,92.09,91.29,92.01,82.11,29.47,86.8,86.61,85.68,91.01,94.01,79.54,79.16,79.43,79.35,80.0,79.11,66.45,20.06,80.68,77.26,78.68,78.13,80.54,4.06,0.04,7.99,1.2,2.14,1.07,5.07,2.89,0.01,0.0,0.0,0.02,0.04,11.51,15.81,16.26,11.31,34.34,40.02,10.53,2.98,0.0,-1395882.92,955247.47,1826.0,11630.0,6453.0,10677.0,0.07,0.08,0.24,0.0,12.43,6.52,5.36,15.62,77.5,78.79,82.56,75.62,45.09,41.46,59.29,46.69,57.93,15.5,4050.0,1.3,0.57,0.43,0.18,1120.0,0.75,0.25,3.31,19.27,2368000.0,2.0,2.0,South,East South Central,Southeast,0,0,524708.95,13.97,0.0,25.87,65.0,1.0,1.0,0.0,0.0,7.1,0.0,44.19,7.3,4.34,0.0,7.49,0.24,2.45,0.0,39.98,6.92,12.45,9.06,1.36,0.0,0.0,0.0,17.68,10-20%,0.3,0.33,0,0.14,32.79,1.2047989303550026
28129,Mississippi,Smith County,16491,6221,6685.69,6685.69,6681.0,4261.0,2520.0,12503.0,3776.0,13.0,2.0,19.0,178.0,198.0,313.0,611.0,895.92,895.92,1,0,0,0,1,0,0,0,0,1,0,59326.89,17.02,94.83,92.6,95.42,92.85,93.92,97.52,100.0,36.9,99.1,93.23,93.82,87.24,93.99,89.49,87.46,90.03,85.22,88.93,91.43,100.0,36.9,90.45,91.03,89.89,82.75,90.92,5.43,0.48,13.51,1.73,3.36,2.12,11.61,1.8,0.03,0.0,0.01,0.08,0.09,11.68,16.54,15.3,11.2,36.3,42.98,10.28,0.0,0.0,-1379722.64,992690.05,621.0,6538.0,3817.0,6096.0,0.05,0.04,0.24,0.0,13.51,5.43,4.02,9.19,90.07,85.26,89.23,90.32,88.28,100.0,90.47,100.0,89.16,14.5,2090.0,1.3,0.5,0.5,0.13,440.0,0.78,0.22,3.31,19.27,1222000.0,8.0,8.0,South,East South Central,Southeast,0,0,95081.47,13.97,0.0,20.93,65.0,1.0,1.0,0.0,0.0,7.1,0.0,44.19,7.3,4.34,0.0,7.49,0.24,2.45,0.0,39.98,6.92,12.45,9.06,1.36,0.0,0.0,0.0,9.98,5-10%,0.21,-0.37,0,0.12,-37.28,0.6411416825541053
28131,Mississippi,Stone County,17786,6165,4572.79,6273.22,8183.0,4331.0,2144.0,13982.0,3404.0,58.0,5.0,90.0,247.0,239.0,202.0,1044.0,2237.35,3312.85,1,1,1,1,1,1,1,1,1,1,0,51449.62,17.39,96.88,99.04,96.85,94.1,97.29,96.0,96.41,37.97,97.23,98.14,99.71,97.47,97.48,86.87,88.04,86.3,84.91,88.2,84.61,80.83,37.97,83.51,82.33,80.42,86.96,85.91,6.97,0.59,16.81,2.3,4.41,2.0,16.02,0.4,0.04,0.02,0.12,0.22,0.14,11.14,14.3,14.2,10.44,33.62,41.2,9.34,3.83,0.0,-1509849.21,1044339.08,1143.0,8170.0,3966.0,7791.0,0.05,0.03,0.22,0.0,25.71,12.58,2.43,12.99,86.47,83.04,90.08,74.17,86.67,79.45,84.68,100.0,82.39,17.7,3260.0,1.3,0.55,0.45,0.15,600.0,0.92,0.09,3.62,21.11,2088000.0,6.0,6.0,South,East South Central,Southeast,0,0,444401.62,13.97,0.0,21.13,65.0,1.0,1.0,0.0,0.0,7.1,0.0,58.67,7.62,4.34,0.0,7.49,0.24,2.45,0.0,39.98,6.92,12.45,9.06,1.36,0.0,0.0,0.0,18.54,10-20%,0.22,0.64,1,0.98,63.74,0.36555178541553945
28133,Mississippi,Sunflower County,29450,8822,10664.93,13975.74,13444.0,7147.0,2995.0,7493.0,21479.0,84.0,10.0,56.0,328.0,404.0,992.0,2836.0,7345.23,9582.97,1,1,1,1,1,1,1,1,1,1,0,37069.77,32.1,84.12,86.38,83.32,85.41,82.44,83.0,92.04,15.63,68.85,86.34,86.46,85.52,85.86,67.2,68.21,66.7,67.54,63.73,65.57,62.06,0.55,54.47,67.52,60.0,65.69,67.93,10.63,0.41,15.92,1.93,0.86,0.45,4.74,10.8,0.01,0.0,0.01,0.36,0.27,14.91,19.77,25.61,18.3,41.34,48.09,18.57,5.73,0.0,-1217046.25,873743.99,2833.0,9517.0,5983.0,8067.0,0.12,0.14,0.23,0.01,36.21,24.94,6.87,22.84,62.31,58.26,68.04,67.19,57.46,36.04,51.73,3.5,60.68,19.3,5080.0,1.3,0.56,0.44,0.32,1860.0,0.78,0.22,3.52,20.47,3155000.0,7.0,7.0,South,East South Central,Southeast,0,0,1053631.03,13.97,0.0,55.43,65.0,1.0,1.0,0.0,0.0,7.1,0.0,100.0,0.0,4.34,0.0,7.49,0.24,2.45,0.0,39.98,6.92,12.45,9.06,1.36,0.0,0.0,0.0,32.11,30-40%,0.5,3.28,1,1.0,328.45,2.9419366099412194
28135,Mississippi,Tallahatchie County,15378,4856,7875.56,9009.37,6633.0,3485.0,1816.0,5988.0,8679.0,117.0,12.0,42.0,540.0,866.0,450.0,1240.0,4826.1,5644.76,1,1,1,0,1,1,1,0,1,1,0,40795.36,29.85,90.27,93.09,90.75,89.02,90.0,90.33,90.08,35.5,87.73,96.69,82.67,92.47,91.84,81.97,83.43,82.03,81.93,81.46,81.6,81.8,35.5,81.8,83.75,78.89,83.36,83.13,30.48,8.52,50.03,14.48,9.58,4.56,14.65,31.22,0.7,0.08,0.22,3.17,5.4,15.4,20.27,24.92,17.78,42.42,46.12,18.23,0.0,0.0,-1173887.05,908135.23,1222.0,4955.0,2817.0,4308.0,0.09,0.12,0.2,0.02,51.21,31.38,7.4,22.63,77.3,78.09,89.08,75.85,99.24,94.02,95.24,100.0,97.19,16.8,2170.0,1.3,0.62,0.38,0.28,720.0,0.81,0.19,3.39,19.72,1298000.0,7.0,7.0,South,East South Central,Southeast,0,0,124661.2,13.97,0.0,36.44,65.0,1.0,1.0,0.0,0.0,7.1,0.0,44.19,7.3,4.34,0.0,7.49,0.24,2.45,0.0,39.98,6.92,12.45,9.06,1.36,0.0,0.0,0.0,25.16,20-30%,0.45,4.32,1,1.0,431.85,2.7630367986313464
28137,Mississippi,Tate County,28886,10035,10241.2,13635.96,10971.0,7459.0,3577.0,19313.0,8755.0,65.0,7.0,62.0,684.0,639.0,536.0,1744.0,4064.57,5289.45,1,1,1,1,1,1,1,1,1,1,0,61586.98,20.33,94.96,98.36,95.3,93.87,95.29,94.33,96.24,60.82,90.28,97.31,97.79,92.12,92.05,86.29,86.73,87.52,86.53,87.62,84.5,80.95,40.52,87.75,85.48,85.86,83.97,84.53,11.08,0.58,22.92,4.34,6.33,2.91,15.96,6.27,0.03,0.0,0.07,0.6,0.49,10.72,14.4,14.75,10.47,32.48,35.63,9.37,0.0,0.0,-1094447.74,920867.0,1545.0,12969.0,6573.0,11911.0,0.05,0.06,0.23,0.0,29.57,14.07,3.97,14.86,87.93,89.26,89.56,79.52,82.46,76.93,86.38,85.71,81.61,14.2,3990.0,1.3,0.48,0.52,0.14,910.0,0.87,0.14,3.28,19.08,2309000.0,1.0,1.0,South,East South Central,Southeast,0,0,510890.34,13.97,0.0,19.9,65.0,1.0,1.0,0.0,0.0,7.1,0.0,66.17,7.98,4.34,0.0,7.49,0.24,2.45,0.0,39.98,6.92,12.45,9.06,1.36,0.0,0.0,0.0,15.4,10-20%,0.25,1.22,1,0.99,121.61,0.48926932332443623
28139,Mississippi,Tippah County,22232,8597,1304.69,2782.68,9218.0,5643.0,3255.0,17779.0,3544.0,34.0,3.0,54.0,818.0,985.0,425.0,1348.0,412.07,1076.46,1,1,1,0,0,0,1,0,1,1,0,48551.2,19.69,91.9,94.48,91.94,91.21,91.87,91.93,89.94,64.89,78.52,91.24,83.03,98.25,95.3,79.87,83.91,78.4,80.78,81.17,76.06,77.87,62.9,72.69,66.81,57.32,82.96,84.01,1.17,0.03,3.26,0.52,0.82,0.46,3.18,0.0,0.0,0.0,0.02,0.06,0.06,12.68,15.72,15.3,11.42,36.53,43.33,10.05,0.0,0.0,-1069699.77,1013478.15,1286.0,9321.0,5380.0,8823.0,0.05,0.04,0.24,0.0,4.54,1.85,3.58,12.74,78.69,76.75,82.92,69.42,47.43,71.72,75.38,95.53,59.33,18.4,4020.0,1.3,0.6,0.4,0.17,890.0,0.89,0.11,3.24,18.87,2301000.0,6.0,6.0,South,East South Central,Southeast,0,0,218568.65,13.97,0.0,21.95,65.0,1.0,1.0,0.0,0.0,7.1,0.0,63.56,9.71,4.34,0.0,7.49,0.24,2.45,0.0,39.98,6.92,12.45,9.06,1.36,0.0,0.0,0.0,14.96,10-20%,0.23,-0.74,0,0.01,-74.03,0.6182087087562107
28141,Mississippi,Tishomingo County,19593,8148,3870.52,8216.0,9223.0,4538.0,3534.0,18509.0,519.0,21.0,1.0,37.0,506.0,553.0,442.0,976.0,0.0,0.0,1,1,0,0,0,0,0,0,1,1,0,45893.34,18.04,90.46,89.88,91.49,86.62,90.7,92.16,76.26,31.83,90.89,83.07,80.15,90.42,92.64,73.17,73.29,73.19,69.76,73.48,77.56,57.15,21.11,75.12,62.64,60.84,77.18,74.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.33,15.6,12.31,9.74,35.59,39.51,8.31,11.32,0.0,-1064584.48,1074701.72,889.0,8205.0,4230.0,7570.0,0.05,0.06,0.22,0.0,0.0,0.0,4.01,9.29,72.57,69.54,73.95,70.68,50.28,61.31,72.2,66.32,48.0,19.6,3710.0,1.3,0.59,0.41,0.13,530.0,0.98,0.02,3.17,18.47,2078000.0,8.0,8.0,South,East South Central,Southeast,0,0,212618.93,13.97,0.0,11.53,65.0,1.0,1.0,0.0,0.0,7.1,0.0,44.19,7.3,4.34,0.0,7.49,0.24,2.45,0.0,39.98,6.92,12.45,9.06,1.36,0.0,0.0,0.0,10.91,10-20%,0.2,-1.22,0,0.0,-121.66,0.6137989221569768
